route_id,route_name
241006150,8335수원-아산
241006160,8336안산-서산
215000067,61-5
215000065,61-3
215000064,61-2
239000138,40-8
230000179,G2100
222000223,72
204000120,602-2B
241001210,3701
241001230,8446
241001240,8448
210000017,5-4
241001330,9101
229000108,95
210000005,55-1
241006900,8203평택-태백
234001551,950B
234001493,954
234001497,955-1
237000060,962
241001520,8212성남-강릉
237000061,963
239000032,10-4
239000036,10-6
239000084,10-7
239000033,12
228000218,97
225000009,30
210000016,5-3
207000098,1-7
241007105,9601부천.인천-창원
240000202,2000-3
241006915,4100-1
241006916,4100-2
241006918,1249동서울-춘천-화천
228000409,Y1301
231000005,370
204000025,521
237000085,992-1
234001150,35-26
241006936,1214동서울-성-태백
241006937,1215동서울-영-태백
234001542,930-4A
241006939,1207동서울-춘천-화천
241006940,1305동서울-보령
241007140,8803-1부천-이천(안양)
229000137,93-1
229000023,9710
204000158,9007-1
234001682,924-3
229000140,93-2
229000130,93-6
234001507,915-3
241001600,8392성남-감곡
241001620,8416
229000131,93-7
229000134,93-8
234001413,915-2
204000017,55
234000059,1
229000146,078
236000050,11
224000038,11-C
222000176,38
222000082,10
233000058,7
233000045,6-3
233000043,6-2
241001760,8302시흥-대전
214000177,300
214000159,320-1
214000161,310-2
222000029,6
241001850,3802
214000180,320
234001043,36-51
241001890,8838아산-이천
234000521,29-8
234000544,27-3
234000542,27-2
241006947,1322-1
241006948,1325-1
234000540,27-1
224000033,7
224000037,11-B
233000144,202
241006963,9221인천-원주
241006954,4324고양-부여
231000101,7-6
241007098,9504인천-진도
241001390,8709성남-안동
241007107,7201서대구-춘천
224000005,31-9
241006968,8393
241006971,8435-1
224000053,16
235000097,700
216000040,97
241007074,4200
200000074,27
216000004,22
216000067,20
241000950,1710동서울-온정
236000237,3100N
224000002,21
216000078,2
228000132,95-1
216000085,16
224000003,23
224000004,31
222000033,30-15
241006989,5203순천-춘천
241006990,1227상봉-속초
241006993,1226동서울-횡성
241006994,1229상봉-홍천
241006996,1233상봉-원통
241006997,1234서초-원주
241006998,1237서울-속초
241007000,1306서초-아산
219000025,3300
241007004,1335동서울-건국대
241007006,1347-1
241007007,1803서울-용인
241007008,1805서울-여주
241007009,1707서울-풍산
241007010,1725서초-점촌
229000162,083
233000323,151
241001950,3812-1
241001970,2202영월-태백
210000084,013-2
234001153,38-24
208000016,5
227000019,9303
234001418,913-3
207000068,25-1
228000005,66-4
241002130,2300원주-천안
241002170,8456-1동두천-동아대
234001414,915-1
234001446,912-2
234001522,38-84
234001487,971-2
241007012,2302태백-당진
226000032,21
234001524,34-16
234001575,38-53
234000956,38-51
241002190,8508의정부-청주
234001592,38-11
234001667,35-34
234001595,35-31
241007021,3210제천-강릉
215000008,52
224000011,20-1
234000512,25-8
234000519,29-7
234001723,170
218000012,M7106
208000028,8
241007029,3404진천-성남
241007030,3807
241007031,3408도고온천-오산
228000281,88-1
241007033,4204수원-태백
236000196,87-1
236000188,7-1
241007036,8215
241007037,4217광명-원주
241007038,8208부천-속초
241007039,8219여주-속초
241007040,8220안양-인제-속초
208000010,8-1
208000011,8-2
236000068,7
241002300,3310
241002320,8382이천-무극
241002330,4716이천-문경-은척
208000041,80
241002370,8388장호원-괴산
236000239,6-1
241001710,8706수원-점촌
233000344,H106
228000418,1101N
200000029,92-1
238000050,68-1
234000879,1101
238000043,31
241002650,1353
241002670,3302청주-유성-서대전
241007041,4309호평동서울-청주
241007042,8319
241007043,4322호평동서울-보은
241007044,4328평택-제천
241007045,4347부천-논산
216000073,3
231000013,2-1
216000002,66
222000209,M2352
227000017,31
227000047,33
234001597,903
214000252,33A
234001400,963-1
229000036,360
218000128,고양똑버스02
241006040,5000문산-부천
241006811,5000판교-인천공항
241003440,8141동서울-송탄
241003360,8340평택-당진
207000106,G6100N
227000004,38
216000044,M6410
241007051,4520호평동서울-여수
241007052,4600안양-울산
214000259,1452
241007054,4704오산-안동
214000257,순환111B
241007056,4711의정부-안동
215000163,58-12
236000238,6
236000231,85-1
215000149,58-7
236000230,85
214000079,6396
241007064,8311-1
241007065,8312장호원-조치원
214000264,1451
241003070,7500지축역-인천공항
241007068,1200
241007069,5500위례-인천공항
222000137,1200-1
222000078,1200
215000143,62-4
215000211,81-2
215000209,81
215000052,60
208000009,81
236000223,73-3
236000210,73-1
216000081,80A
200000145,3002
200000324,7800(퇴근예약)
238000049,68
234001543,930-4B
234000862,989-3
234000861,988-2
234000691,984
234000360,988-1
234001441,983-1
229000184,033탄현중
229000185,030B
229000186,033
229000187,030금승A
229000188,037
229000189,037광일중
229000190,080A
229000191,080B
229000192,081
229000193,030탄현B
229000194,030금승B
229000195,061
229000196,062
229000197,062(등교시
229000202,065-1
229000204,053세성
229000205,053마정
229000206,054-1주공
229000207,054-2주공
229000208,054-3한양
229000209,054-4북중
229000210,055마정
229000211,055세성
229000212,055선유
229000213,055월롱
229000214,055임진
229000215,054-5행복
229000216,054-6문산
229000217,054-7한양
229000218,054-8문산
229000219,067
229000220,021
229000221,017
229000222,017-1
229000223,017-2
229000224,017-3
229000225,021-1
229000226,021-2
229000227,091A
229000228,091B
229000229,011
229000230,068
229000231,022
229000232,069
229000233,069등하교
229000234,082-1
204000041,9004
223000136,34
204000150,반디1-1
204000046,9003
229000245,7501
222000188,땡큐70
233000153,20(마산포)
233000154,20(어도동내)
233000155,20(어도펜션)
233000156,시영1(사곳.궁평)
233000157,시영1(궁평리)
233000158,시영1(궁평.사곳)
233000159,시영1(지화2리)
233000160,"공영2(송정리,시청,대광1차A)"
233000161,"공영2(삼존2,3리,시청,대광1차A)"
233000162,"공영2(슬랑2리,금당2리)"
233000163,공영2(지화2리)
233000167,"시영3(청원3리,삼존2,3리)"
233000168,"시영3(삼존2,3리,청원3리)"
233000169,"시영3(슬항2리,금당2리)"
233000170,시영4(삼존2.3리)
233000171,"시영4(도말.고포2,3리)"
233000172,"시영4(마산2리.고포2,3리)"
233000173,"시영4(돌내,독지2리)"
231000129,11
231000131,11
232000001,88
222000187,33
229000129,93-5
241006120,8450수원-고양
232000012,84
232000013,842
222000197,8-9
232000015,53
226000016,07
234000531,25-41
232000019,9-1
232000007,8000
232000021,공영(대곶신사거리)
232000022,공영(학운리5리)
234001532,22-14
232000072,8601
229000139,93-10
241007003,1330남부-진천
232000030,88-1
231000006,70
229000135,93-9
232000094,G6001
232000036,201
232000037,202
204000142,75
241007197,9204
216000070,707-1
217000004,77
232000051,80
232000053,9004번
216000055,501B
232000059,300
232000060,380
224000034,99-2
232000062,3100
241007150,8329부천-진천
241007073,4100-2
214000022,1150
224000035,99-3
214000001,1502
207000102,G6100
232000074,20
214000050,36
241007226,1352서울-세종
232000077,9-2
200000015,909
219000007,108
214000030,15-4
232000084,8601(예약)
227000051,1
216000075,50
241007248,1101서울-담양
200000069,13-1
200000024,310
210000042,59
214000241,20-1
205000002,333
233000354,M4449
222000204,30-17
231000022,1-7
233000321,6008
235000101,51
216000051,8-1
241006470,9742인천-포항
241006912,8303부천-증평
210000069,59-1
241007028,8303-1안양-증평
210000099,58-B
204000151,720-1A
210000098,58-A
236000200,89-1
236000216,73-2
216000083,8
222000005,3-1
228000206,76-2
234000446,10
228000207,76-3
222000110,땡큐60
200000272,32-4
234000882,1150
234000026,720-2
228000391,24-3
206000007,102
234000078,111
200000099,37
215000225,5
200000182,20-1
200000006,300
200000053,20
241006841,9577인천-남원
234000011,1113-1
200000010,900
231000134,7-10
210000009,52
222000200,땡큐30
200000028,301
222000019,7-4
222000199,땡큐50
222000055,7
234001696,100
233000071,22-2
241006978,9553인천-광양
239000150,90
239000152,92
233000082,44
241001660,8449수원-동아대
233000088,333
233000089,333-1
233000090,3-2
233000092,77-1
233000093,80
241000090,8426김포-수원
224000055,15
233000097,22-3
233000099,79
233000104,11-1
233000174,시영4(솔미.구렛골)
233000175,"20-2(신천리,천등리,화석지)"
233000176,"20-2(용포리,고정리)"
233000177,"20-2용포리,공룡알화석지"
233000178,"20-2(신천리,고정리)"
233000179,"20-2(용포리,신천리,고정리)"
233000180,20-1(백곡리)
241006975,8459안산-동아대
233000181,"20-1번(백곡리,고모리,마도)"
233000182,20-1(독지2리)
233000184,20-3(왕모대)
233000185,20-3(왕모대.대광1차A)
233000186,20-1(홍법리회관)
233000187,시영3(솔미.구렛골)
233000188,시영3(장문지화1리)
233000189,시영3번(지화2리)
233000190,시영4(돌내.형도)
233000191,"시영4(형도,고포2,3리)"
233000192,시영4(독지1리돌내)
233000194,11-3
233000195,11-2
233000196,11
233000197,12
233000198,13
233000200,27
233000201,27-1
233000105,79
233000106,22-4
233000113,500
233000114,709
233000115,709-1
233000121,500-3
233000122,76
233000127,701-1
233000129,1008전
228000267,14-3
237000097,939
233000132,1560A
234001731,932
234001408,929-2
234001412,925-1
233000137,200
233000138,6-3A
228000259,14-1
228000258,14
207000013,25
215000005,51
233000143,38-2
234001410,925
233000145,702
233000146,9A
233000147,19A
233000148,9-1
233000149,19-1
233000150,9B
233000151,19B
233000152,5
234001380,924-1
240000199,33-4
234001375,924
222000214,5-5
233000079,20
232000091,2000
215000201,90-4
234000001,5500-1
233000026,19
222000182,81
234000005,1116
234000006,765
229000270,065(봉중하교)
228000222,76-8
229000201,065(봉중등교)
233000044,17
232000101,7-1
236000247,200
234000018,6800
234000019,1115-2
229000111,G7426
234000022,116-3
229000112,G7625
200000109,7002
229000200,065(봉고)
233000034,16
236000246,201
234001596,35-33
222000210,M2353
234000036,112
234000037,116
222000090,8012
236000241,30
234001476,M2323
200000105,15
234000043,500
234001704,38-41A
234000047,720
234000048,1115
234000049,1119
234001693,33-1
234000052,5500
234000055,77-1
234000765,23-13
200000152,15-1
234001291,17-3
200000020,50-5
236000198,87-5
234000071,52
234000073,1-5
215000147,82-2
215000231,11-1
215000232,60-1
241006480,8517부천-광주
231000029,15-1
214000084,94-1
214000173,92-1
216000076,34
241006867,5800부천-여수
240000067,5-5
233000003,22-1
210000062,20
214000081,91
233000008,33
233000009,33
234000318,1111
234001284,22-22
234000330,32-5
234000342,7200
234000343,1500-3
234000352,58-4
234000353,50-1
234000356,55-7
234000358,55-9
234000363,56
234000364,56-1
234000366,55-4
234000367,989-2
234000370,55-5
234000374,50
234000380,58-17
234000382,58-11
234000385,58-12
234000387,58-7
234000388,50-3
234000389,50-4
234000391,50-2
234000393,50-11
234000396,50-12
234000398,50-14
234000399,50-18
234000402,61-3
234000405,61-1
234000406,61-2
234000414,987-1
234000415,982
234000416,51-9
234000418,58
234000424,62-4
234000427,62-2
234000431,50-5
234000434,51-18
234000437,51-17
234000439,51-16
234000440,51-15
234000442,59-9
234000443,58-18
234000445,51-13
233000337,P9301(퇴근)
234000447,51-14
240000210,40-8
231000035,60-1
234001688,210
231000021,1-6
215000219,1-1
229000263,9709
231000078,10-2
230000178,21-81
239000139,7000
231000020,1-4
214000039,1409
241007106,7602대구서부-해인사
234000465,24-41
234000471,24-6
234000474,21-5
234000475,21-6
234000479,22-7
233000202,27-2
233000203,17-1
233000204,50-2
233000205,50-5
233000206,7
233000207,8A
233000208,8
233000209,9
233000210,9-1
233000211,6-3
233000212,7-1
233000213,22-2
233000214,22-4
233000215,5-1A
233000216,5-2
233000217,5
233000218,50-1
233000219,50-3
233000220,50-4
233000221,50-6
233000222,50-7
233000223,50-8
233000224,50-9
233000225,5-1B
233000226,12
233000227,10-2
233000228,10
233000229,10-1
233000230,10-3
233000231,10-4
233000232,10-5
233000233,36-2
233000234,36-3
233000235,36-1
233000236,36
233000237,39
233000238,39-1
233000239,39-2
233000240,37
233000241,13-3
233000242,13-2
233000243,13-1
233000244,31
233000245,6-1
233000246,35-1
233000247,35-2
233000248,66
233000249,35-3
233000250,35-3A
233000251,15-2
228000404,P9211(출근)
241006945,1306동서울-괴산
222000002,707
233000255,66A
233000256,35-4
233000257,703
233000259,81
233000261,20-4
233000262,38-1
233000263,2000A
233000264,2000B
204000012,50
236000057,2
233000269,8156(급행)
236000063,1386
231000049,50-2
234001090,24-40
231000051,50-1
241000370,1733동서울-낙동-안계
228000423,5005(예약)
234001094,24-60
234001095,21-60
234001096,22-70
234001097,21-13
234001098,23-15
241002850,1217동서울-영월-태백
200000234,25-5
234001101,26-10
228000422,5001(예약)
233000004,1004
229000273,7101
239000068,20-5
210000003,50-1
233000067,1004-1
234001109,29-60
241006854,7501포항-여수
234001111,58-1
234001112,59-19
234001117,23-51
231000090,38-1
234001123,38-20
234001124,2-22
234001125,33-10
234001126,21-14
234001132,22-27
234000481,21-12
234000489,36-2
233000007,777
224000062,33
241002400,8806인천-성남
229000277,9709N
233000352,701B
200000097,2-1
200000288,16-2
229000010,30
229000027,31
222000041,30-1
222000061,30-3
234000573,36-4
234000599,38-9
234000651,51-3
234000653,52-7
234000654,54-9
234000655,59-21
234000656,59-24
234000657,54-6
234000658,62-6
234000659,54-1
234000660,59-13
234000661,52-3
234000662,61-5
234000663,52-5
234000664,58-14
234000665,52-9
234000667,59-17
234000668,59-4
234000669,59-11
234000670,56-9
234000671,52-10
234000672,59-8
234000674,62-3
234000675,52-11
234000676,62-7
234000677,58-13
234000678,58-16
234000679,58-15
234000680,61-11
234000681,59-2
234000682,52
234000683,59-3
234000684,52-12
234000685,59
234000686,52-14
234000688,52-15
234000689,59-5
234000694,984-2
234000695,983-2
234000696,54-3
234000698,56-10
234000699,61-7
234000700,52-2
234000701,61-6
234000702,62-1
234000703,54
234000706,51
234000707,50-6
234000708,59-22
234000710,51-2
234000711,975-1
234000712,58-3
234000713,58-20
234000715,56-2
234000716,50-20
234000718,50-19
234000719,51-11
234000076,112-3
229000198,065
234000527,25-31
216000066,9
218000006,97
228000256,101
234001218,26-11
215000133,55-9
224000016,76
234000139,1550-3
232000003,96
207000035,8
234000175,50-15
234000210,58-2
215000015,56
234001253,38-83
207000100,56
239000040,40-4
234000312,1550-2
207000034,5
241007164,7600포천-인천공항
234000315,9001
234000848,50-21
234000851,50-7
234000852,50-8
234000853,50-9
234000854,50-10
234000855,50-16
234000856,987-4
234000857,55-10
234000858,55-11
234000859,55-12
219000016,1200
219000006,1082
234000863,61-4
234000864,51-10
234000865,50-13
234000866,50-17
234000867,58-9
219000001,11
200000093,51
207000099,G6000
234000881,8131
241007066,8382연천-대전
234000885,1002
234000891,110
234000892,51-4
234000895,52-6
234000896,52-8
234000898,55-3
234000899,56-6
234000915,34-51
234000917,34-53
234000920,34-54
234000921,34-55
234000922,34-56
234000926,35-22
234000929,35-32
234000943,58-8
234000944,58-6
234000945,36-82
234000948,37-11
234000965,33-16
234000974,33-13
234000977,33-21
234000981,36-41
241006320,737
233000015,4
241006520,8821
234000999,36
234001000,36-3
228000223,76-1
234001002,37-5
234001004,37-4
234001005,37-41
234001006,37-1
239000041,74-2
241006560,8414
200000048,82-2
233000038,4-1
234001149,35-25
233000365,P9540(퇴근)
233000046,8
239000031,73-1
234001020,38-13
234001024,2-25
234001134,24-70
234001135,28-13
234001139,1-10
234001141,34-10
234001142,34-11
234001143,34-14
234001144,34-15
234001315,917
234001147,35-8
232000032,101
236000048,72
234001151,38-7
234001152,38-6
234000068,720-3
234001154,38-25
234001155,38-10
234001156,2-21
234001157,2-23
233000333,8502
233000135,8501
234001160,1553
234001299,918-1
200000286,7800(예약)
234001167,24-20
224000063,33-1
234001169,24-47
234001170,24-48
234001171,28-16
224000036,11-A
234001175,28-31
234001176,28-20
234001177,28-20
222000028,165
234001181,28-52
234001031,35-23
234001032,35-38
234001035,2-24
234001036,35-39
234001037,35-22
234001038,35-33
234001039,35-31
241001870,3810안양-청주
234001041,36-71
229000102,M7111
233000377,400A
200000008,400
234001045,38-3
228000139,84
200000060,11
234001050,33
234001051,34-13
234001052,33-3
234001053,3
200000112,7000
241007227,1501
234001058,37
234001099,25-20
234001061,35-24
200000316,7770(예비)
241003490,8346용인-충주
234001064,28
234001071,24-32
234001072,29-30
234001073,22-80
234001076,28-12
229000235,7700
234001080,22-10
234001085,23-20
234001086,23-21
234001087,23-40
234001275,59-21
234001276,61-15
234001277,7501
234001278,35-19
234001297,915
234001280,21-15
234001281,29-32
234001417,913-2
234001387,952-2
234001285,M5414
234001479,911-5
217000002,101
234001289,27-41
237000062,964
216000037,10
216000060,300
234001504,966-1
234001295,912B
234001707,910
234000860,988-3
234001298,918
233000140,1002
234001300,919
234001302,928
228000403,21
234001306,980
234001307,980A
234001308,980B
234001309,988
234001310,990
234001312,914
234001316,35-38
234001319,226
234001320,236
234001321,237
234001322,254
234001323,255
234001324,256
234001325,261
234001326,262
234001327,263
234001328,264
234001329,265
234001330,266
234001331,267
234001332,268
234001333,269
234001334,271
234001335,213
234001336,214
234001337,215
234001338,225
234001339,221
234001340,222
234001341,223
234001342,224
234001344,204
234001345,207
234001347,275
234001348,276
234001349,277
234001350,278
234001351,279
234001352,281
234001353,282
234001354,283
234001355,284
234001356,285
234001357,286
234001358,287
234001359,288
234001360,289
241007022,3301청주-제천
234001077,28-50
234000768,23-4
234001084,23-93
233000341,H10
234000761,23-14
216000001,707
234001092,24-44
234000466,24-4
229000084,37
241003340,8118서초-국제대
234000767,23-3
217000013,320
230000116,20-5
234000472,24-31
234001464,22-81
234000772,23-83
234000769,23-5
234000778,23-11
234000779,23-91
234000784,24-2
234000785,24-12
234001606,23-32
234000801,38-4
234000802,35-9
234000803,38-41
234000804,38-5
234000764,23-31
216000021,301
234000845,61-8
234000847,33-1
234001407,923-2
234001678,916-2B
234001416,913-1
234001677,916-2
234001419,913-4
234001421,911-4
234001422,975-2
234001423,974-3
234001424,960-2
234001425,960-3
234001675,916B
234001427,989-1
234001428,989
234001429,989-4
234001430,988-5
234001432,988-7
234001433,981-1
234001588,902
234001435,987-5
234001440,980-1
234001249,39-9
234001250,39-10
234001572,38-26
234001444,987-4
234001445,991-2
234001447,930-2A
234001448,930-2B
234001449,930-1A
234001450,930-1B
234001451,950-2
234001452,930A
234001453,930B
234001455,20-52
240000170,40-9
234001457,22-28a
234001460,935B
234001461,5008
234000136,1550
234001740,5000
234001465,23-96
234001466,24-22
234001467,24-23
207000104,1102
207000093,10-3
234001580,26-13
236000201,89-2
234001473,29-11
234001474,28-83
234000469,24-7
234000757,22-4
234001477,8402
234001480,918-3
234001481,918-4
234001482,930-3
234001483,932-1
234001484,938-1
234001610,5
234001184,29-92
234001189,29-21
234001190,29-20
234001191,29-41
234001192,29-90
234001193,29-93
204000007,357
234001195,24-10
240000051,4-2
234001199,29-94
204000013,60
213000028,3000
233000371,P9601(출근)
234001204,1113-11
234001205,20-6
233000373,P9602(출근)
234001207,22-14
234001208,22-31
240000212,40-2
234001210,23-16
234001212,24-61
234001214,25-10
234001215,25-12
234001216,25-13
234001217,25-81
234001221,24-30
234001222,24-62
234001225,23-95
234001226,28-14
234001227,28-15
234001228,29-11
234001229,21-41
234001231,24-49
234001233,730
222000178,8002-1
233000334,P9242(출근)
222000084,8002
234001238,2-26
233000335,P9242(퇴근)
234001240,30-6
216000098,N60B
234001242,M7613
200000239,22
241007213,N5300(성남-인천공항)
241003960,3902청주-인천공항
210000026,11
228000211,76-9
240000173,40-1
241002680,9305(충주-인천공항)
234001255,33-6
234001256,1560-11
234001258,1552
234001262,55-15
234001263,59-10
234001264,51-19
234001265,51-22
234001266,51-20
234001267,51-21
234001269,58-20
234001270,54-11
234001273,5500-3
235000033,50-1
235000034,50-2
235000036,4
235000037,4(아침)
235000038,13
235000039,14
235000040,17A
235000041,18
235000042,14첫차
235000043,17첫차
235000044,17B
235000045,18아침
235000046,18막차
235000047,3-3
235000048,2
235000049,2-1
235000050,2-2
235000051,2-3
235000052,2-4
235000053,10(한시운)
235000054,10
235000055,2-4B(전체)
235000056,12(공영)
235000057,12(A)
235000058,12(B)
235000059,12(C)
235000060,12(D)
235000061,15
235000062,15첫차
235000063,15-1
235000064,15-1첫차
235000065,15-1막차
235000066,15막차
235000067,15상행
235000068,15하행
235000069,15-1긴급
235000070,3
235000071,3-1
235000072,3-4
235000073,3첫차A
235000074,3첫차B
235000075,3-2
235000076,16A
235000077,16B
235000078,16아침
235000079,16저녁
234001491,994-2
234001492,952-5
218000108,733
234001494,953-1
234001500,961-2
234001496,953-4
234001443,987-3
234001498,955
234001431,988-4
234001274,987-2
234001501,961-3
234001434,989-5
234001503,966
234001505,961-4
234001506,912-3
234001508,988-6
200000199,88-1
234001512,10-6
234001513,918-5
234001514,961-5
234001523,33-31
234001525,37-21
234001527,8409B
234000901,38-8
233000383,H340
234001530,21-92
234001531,21-93
234001570,116-2
231000026,7-2
234001536,28-45
233000276,116-5
229000237,7500
232000081,6427
234001541,924A
216000026,3100
231000027,7-4
207000080,78
231000100,7-5
234001546,930-5B
234001547,982-1
234001089,23-90
234001549,915-4
231000103,7-7
210000038,75
234001552,971-2B
234001554,918-6
234001555,918-8
234001556,918-9
234001558,23-91
234001562,34-11
234001563,34-15
234001361,291
234001362,292
234001363,293
234001364,294
234001365,295
234001366,274
234001368,12-1
234001369,914-1
234000057,31-3
234000072,13
234001372,911
234000850,31-2
234001374,911-3
234000012,17
234001376,950-1
234001378,952-4
234000150,2-1
234001382,960-1
234001383,962-1
234001386,912-1
234000213,2
234001389,951-1
234000021,700-2
234001392,938
234001393,965A
234001394,965B
234001395,965-2
234001398,975
234001399,974-2
234001401,965-3
234001404,964-1
234001608,720-1A
233000326,1006
233000125,1008
241007063,3008인천-동송
204000180,210
229000250,93-14
241006510,7002
234001616,906
234001617,9000-1A
204000022,220
241006340,8851
234001625,902-1
234001626,902-2
234001628,904B
234001629,905-1
234001630,905-2
234001631,905-3
234001632,940
234001633,941
234001634,942
234001635,943A
234001636,943B
234001637,944A
234001638,944B
234001640,901A
234001641,901B
234001645,924-1B
234001646,930-1A
234001647,930-1B
234001648,930-2A
234001649,36-2B
234001613,28-20
228000416,10-3
234001654,36-6B
234001655,36-8A
223000077,31
228000393,7007-1
234001658,521-1
228000274,77
233000052,2-1
233000384,7790(예약)
234000480,29-4
233000391,8156(예약)
236000190,3600
226000022,G3900
228000012,820
212000002,83
228000190,73-1
228000407,Y1201
234001670,930-3
234000148,5500-2
228000413,4101
212000003,10
222000222,115
235000003,71
235000082,78-1
241007130,8608부천-울산
213000025,77A
218000127,고양똑버스01
215000158,53-3
215000205,91
241002480,9560인천-부안
234001607,28-10
234001088,23-70
235000098,702
241000030,1326동서울-진천
234001561,26-10
234001200,20-21
236000001,56-1
236000004,56-3
236000005,56-4
236000006,56-5
236000007,56-6
200000304,400(임시1)
236000010,58
236000011,53-1
234000535,26-1
234001100,23-50
236000014,59
234000523,25
235000005,70
235000006,73
204000048,250
235000019,80
235000013,79
235000014,11
235000016,37
235000017,72
235000018,48
204000021,51
236000044,62
224000029,530
234001230,21-10
222000089,56
235000026,85
235000094,81
235000028,77-1
235000029,83-3
235000030,85-1
235000031,28-1
235000032,48-1
215000218,53-7
215000010,53-6
236000118,138-2
236000124,63-3
236000125,59-1
236000128,66-2
236000130,20
236000135,5
239000110,1330-2
236000138,7-3
222000202,33-2
239000142,30-8
236000142,20-1
236000143,56-12
236000144,56-2
239000007,40-6
234000082,13-2
236000147,68-1
222000042,30-14
236000150,38-2
236000151,73-3
222000035,30-2
236000155,10-1
236000157,63-4
236000158,5-1
236000159,138-8
236000160,138-9
236000161,88
236000162,67-1
236000163,67-2
236000164,59-2
236000165,59-3
236000166,55-5
236000167,138-7
236000168,73-4
236000169,5-2
236000170,10-2
236000171,71
236000172,88-1
236000174,3800
236000175,1-1
207000096,25-2
236000177,56-13
236000178,3100-1
236000179,74
236000180,59-1
236000181,66-3
238000030,37-3
236000184,5-1
236000185,20-1
236000186,138-1
236000187,64
238000029,37-2
236000189,9-1
233000376,P9701(퇴근)
236000191,76
236000192,5-2
236000193,71-1
238000027,70-3
236000195,58
234001569,110
229000236,23
234001571,38-85
222000217,땡큐58-3
228000165,11
235000113,87
234001576,9000-2
229000240,93-12
232000038,86
234001579,1550-3A
224000019,3200
229000244,313-1
237000083,991
228000008,10-5
228000390,13
227000015,83
224000050,3400
232000005,9008
234001589,904
234001591,2-27
222000096,7-8
234001598,905
234001600,956
234001601,957
234001602,958
234001605,35-11
234001639,930-2B
237000033,56-8
237000034,61-10
237000035,54-8
237000036,52-4
237000037,52-13
237000038,51-5(황학산)
237000040,52-16
237000041,59-1
237000042,59-23
237000043,59-20
237000044,59-7
237000045,61-13
237000046,61-14
237000048,920A
237000049,920B
237000050,921
237000051,922
234001486,971-1
234001666,1-12
237000055,960A
237000056,960B
237000057,960-1A
237000058,960-1B
218000010,1500
237000064,965-1
237000065,970
237000066,970-1
237000067,971
237000068,970B
237000069,970A
237000072,973
237000075,980-1A
237000076,980-1B
237000078,982
237000079,983
237000080,989
237000081,990A
237000082,990B
234000753,20-2
234000759,23
234001197,20-12
237000086,993
237000088,930A
237000089,930B
237000090,930-2A
237000091,930-2B
237000092,930-3A
237000093,930-3B
234000997,114-1
237000095,931-1
237000096,932
234001248,36-13
237000098,951
234001669,913-1
232000035,83
234001296,913
237000102,994
241007061,8143동서울-평택
232000031,102
218000107,60
238000008,39-7
241006790,1340강남-천안
234001540,912-5
234000998,36-7
238000017,39-1
238000020,39-4
238000021,38-8
241003320,8131서초-안중
236000018,63-2
241000810,1310동서울-남서울대
236000020,57-2
236000021,6
236000022,73-2
236000024,73-1
236000027,60-2
236000028,60-4
236000030,60-5
236000031,60-7
236000032,60-8
236000033,60-10
236000034,60-9
236000035,61
236000036,61-1
236000038,55-1
222000173,30-17
236000042,6-1
241000590,1809동서울-여주
241000740,8103동서울-이천
218000019,88B
236000051,138-1
236000055,38-3
234001619,M4434
236000058,66-1
219000026,9700
236000059,3-1
236000062,3-2
218000011,1100
236000064,71-1
219000023,870
236000076,39-3
236000077,56-8
236000078,56-9
236000079,56-10
236000081,65
236000082,6-2
236000084,60-3
236000085,60-6
236000086,61-2
236000087,61-4
236000088,56-11
236000091,57-3
236000095,55-3
236000097,57-5
236000100,63-5
236000101,63-6
236000103,57-7
236000112,55-4
234001724,180
232000096,4
240000086,9-7
240000087,7-8
240000090,22-1
240000091,8-6
240000092,8-7
234000034,16
241006771,5200-1오리역-김포공항
234001720,150
226000017,09A
240000097,5-6
234001370,130
240000099,5-8
241007176,8803
240000101,7-6
234001406,120
240000103,7-12
240000104,8-3
240000105,2000-4
240000106,11
240000107,9-9
240000108,23
240000111,8-9
240000113,1-10
240000115,1-11
240000116,1-12
240000118,2-4
240000119,2-7
240000120,3
229000071,799
235000002,78
240000123,3-3
219000013,1000
229000063,850
235000088,365
219000008,55
241001780,8505안산-정읍
234001390,930-2
208000033,15-1
238000031,37-5
207000103,360
234000528,25-3
234001304,930-1
234001303,930
234000013,1007-1
239000001,32-5
235000020,118
239000003,31-1
241000020,1333서초-혁신-진천
240000200,33-5
239000008,1330
204000159,342
239000017,32-4
239000018,32-7
239000020,1330-5
239000022,1330-3
239000026,1330-1
239000029,31-6
241007018,3203제천-정선
239000034,33-7
239000035,33-8
239000037,31-9
215000213,60-2
241004990,9354인천-아산
241006789,1807강남-평택
239000042,32-8
239000043,32-9
235000089,365-1
229000021,2000
241004200,2802속초-평택
239000049,32-1
239000053,500-1
241006984,3207대전-청주-원주
239000056,31-15
239000057,32-12
239000061,33-15
239000062,33-16
239000063,33-17
239000064,32-13
239000066,32-15
239000067,32-16
239000069,32-18
239000070,32-19
239000071,32-20
239000073,32-22
239000074,8004
239000075,32-23
239000080,32-24
239000081,32-25
234001108,29-50
236000203,9-2
236000205,87-6
236000206,87-7
227000040,9304
214000238,302-1
214000178,300-1
227000016,9302
236000212,11-2
241007058,6801해운대-하남
241003930,5806전주-평택
241006778,5805목포-고양
200000211,20-2
241006857,5736전주-포항
221000034,75-1
236000220,62-1
236000221,59
237000006,988-8
237000014,62-5
237000015,61-9
237000021,51-12
237000023,54-7
